name,year,selling_price,km_driven,fuel,seller_type,transmission,owner
maruti alto k10 vxi,2018.0,300000.0,35000.0,petrol,individual,manual,first owner
maruti alto lxi,2008.0,95000.0,70000.0,petrol,individual,manual,first owner
maruti s-cross zeta ddis 200 sh,2018.0,850000.0,50000.0,diesel,individual,manual,first owner
ford freestyle titanium diesel,2019.0,750000.0,25000.0,diesel,individual,manual,first owner
ford figo diesel celebration edition,2013.0,190000.0,120000.0,diesel,individual,manual,first owner
maruti wagon r lxi minor,2009.0,150000.0,70000.0,petrol,individual,manual,first owner
hyundai accent gle,2009.0,114999.0,106000.0,petrol,individual,manual,third owner
toyota innova 2.0 vx 7 seater,2010.0,320000.0,120000.0,petrol,individual,manual,third owner
maruti alto 800 cng lxi optional,2019.0,300000.0,120000.0,cng,individual,manual,first owner
maruti ritz lxi,2016.0,275000.0,160000.0,petrol,individual,manual,first owner
chevrolet aveo 1.6 lt with abs,2010.0,140000.0,120000.0,petrol,individual,manual,second owner
tata altroz xz,2020.0,830000.0,10000.0,petrol,individual,manual,first owner
volkswagen polo sr petrol 1.2l,2013.0,380000.0,50000.0,petrol,individual,manual,first owner
hyundai i10 magna 1.2,2010.0,150000.0,90000.0,petrol,individual,manual,second owner
chevrolet spark 1.0 ls,2008.0,50000.0,70000.0,petrol,individual,manual,first owner
mahindra bolero slx,2008.0,155000.0,100000.0,diesel,individual,manual,first owner
skoda superb 1.8 tfsi mt,2010.0,300000.0,80000.0,petrol,individual,manual,first owner
maruti alto 800 lxi,2018.0,300000.0,16584.0,petrol,dealer,manual,first owner
tata tiago 2019-2020 xe diesel,2016.0,385000.0,38000.0,diesel,dealer,manual,first owner
maruti wagon r lxi,2010.0,221000.0,51000.0,petrol,dealer,manual,first owner
tata tiago 1.05 revotorq xe,2016.0,381000.0,38000.0,diesel,dealer,manual,first owner
maruti alto 800 lxi,2015.0,250999.0,35000.0,petrol,dealer,manual,first owner
hyundai santro ls zipplus,2002.0,60000.0,120000.0,petrol,individual,manual,third owner
tata tiago 1.05 revotorq xe,2016.0,380000.0,38000.0,diesel,dealer,manual,first owner
skoda laura l n k 1.9 pd,2008.0,180000.0,144000.0,diesel,individual,manual,third owner
maruti ciaz zdi plus,2017.0,751000.0,64000.0,diesel,dealer,manual,first owner
mahindra xuv500 at w10 fwd,2015.0,1200000.0,60000.0,diesel,dealer,automatic,first owner
hyundai eon 1.0 era plus,2014.0,229999.0,65000.0,petrol,dealer,manual,first owner
tata safari storme ex,2019.0,1200000.0,24000.0,diesel,individual,manual,first owner
mahindra scorpio vlx 2wd bsiv,2014.0,782000.0,58000.0,diesel,dealer,manual,second owner
mahindra scorpio vlx 2.2 mhawk airbag bsiv,2014.0,780000.0,58000.0,diesel,dealer,manual,second owner
maruti alto 800 lxi,2016.0,245000.0,68000.0,petrol,dealer,manual,first owner
hyundai i20 1.4 crdi sportz,2011.0,321000.0,81257.0,diesel,dealer,manual,first owner
hyundai grand i10 1.2 crdi sportz option,2017.0,509999.0,44000.0,diesel,dealer,manual,first owner
tata nano cx se,2015.0,110000.0,45000.0,petrol,dealer,manual,first owner
volkswagen polo diesel highline 1.2l,2013.0,400000.0,75000.0,diesel,dealer,manual,first owner
maruti swift vxi,2013.0,370000.0,90000.0,petrol,individual,manual,first owner
hyundai verna crdi abs,2007.0,175000.0,80000.0,diesel,individual,manual,second owner
mercedes-benz e-class 230,2001.0,1000000.0,35000.0,petrol,individual,automatic,second owner
maruti alto 800 lxi,2013.0,92800.0,25000.0,petrol,individual,manual,second owner
tata xenon xt ex 4x2,2014.0,291000.0,90000.0,diesel,individual,manual,first owner
hyundai verna 1.6 sx crdi (o),2013.0,335000.0,110000.0,diesel,individual,manual,third owner
maruti omni 8 seater bsiv,2013.0,170000.0,35000.0,petrol,individual,manual,first owner
maruti alto 800 lxi,2019.0,295000.0,10000.0,petrol,individual,manual,first owner
renault kwid rxl,2019.0,375000.0,10000.0,petrol,individual,manual,first owner
hyundai eon era plus,2012.0,215000.0,70000.0,petrol,individual,manual,second owner
ford fiesta 1.4 zxi tdci abs,2009.0,150000.0,110000.0,diesel,individual,manual,second owner
maruti alto lxi,2003.0,60000.0,5000.0,petrol,individual,manual,second owner
tata new safari dicor ex 4x2 bs iv,2012.0,280000.0,110000.0,diesel,individual,manual,fourth & above owner
toyota etios vd,2016.0,450000.0,50000.0,diesel,individual,manual,second owner
mahindra xuv500 w7,2018.0,1150000.0,58000.0,diesel,individual,manual,first owner
maruti baleno delta 1.3,2018.0,650000.0,15000.0,diesel,individual,manual,first owner
tata zest revotron 1.2t xe,2015.0,300000.0,60000.0,petrol,individual,manual,second owner
tata nano twist xt,2015.0,73000.0,57000.0,petrol,individual,manual,first owner
maruti swift vdi bsiv,2015.0,400000.0,87000.0,diesel,individual,manual,third owner
renault kwid 1.0 rxt optional,2017.0,300000.0,70000.0,petrol,individual,manual,first owner
maruti wagon r ax,2012.0,300000.0,30000.0,petrol,individual,automatic,second owner
maruti swift dzire vdi,2012.0,450000.0,80000.0,diesel,individual,manual,first owner
hyundai santro xing gls,2009.0,200000.0,100000.0,petrol,individual,manual,second owner
maruti swift vxi,2019.0,580000.0,40000.0,petrol,individual,manual,first owner
hyundai grand i10 1.2 kappa asta,2017.0,550000.0,3917.0,petrol,individual,manual,first owner
mahindra scorpio slx 2.6 turbo 8 str,2007.0,190000.0,160000.0,diesel,individual,manual,second owner
tata tiago 1.05 revotorq xt option,2017.0,450000.0,35000.0,diesel,individual,manual,first owner
chevrolet spark 1.0 ls,2014.0,220000.0,70000.0,petrol,individual,manual,first owner
maruti sx4 zxi mt bsiv,2012.0,310000.0,69069.0,petrol,dealer,manual,first owner
hyundai elite i20 sportz plus bsiv,2019.0,650000.0,13500.0,petrol,individual,manual,first owner
maruti wagon r stingray vxi,2014.0,300000.0,59059.0,petrol,dealer,manual,first owner
hyundai accent executive,2013.0,200000.0,70000.0,petrol,individual,manual,first owner
honda brio s mt,2012.0,285000.0,39039.0,petrol,dealer,manual,first owner
honda brio exclusive edition,2014.0,335000.0,33033.0,petrol,dealer,manual,first owner
hyundai verna transform sx vtvt,2011.0,370000.0,55168.0,petrol,individual,manual,second owner
hyundai i20 1.2 sportz,2013.0,375000.0,41041.0,petrol,dealer,manual,first owner
hyundai i10 magna,2009.0,235000.0,67067.0,petrol,dealer,manual,first owner
hyundai i10 sportz 1.2 at,2013.0,345000.0,66066.0,petrol,dealer,automatic,first owner
mahindra quanto c8,2013.0,365000.0,82082.0,diesel,dealer,manual,first owner
hyundai grand i10 sportz,2014.0,400000.0,48000.0,petrol,individual,manual,first owner
hyundai eon d lite plus,2015.0,250000.0,30000.0,petrol,individual,manual,first owner
hyundai verna sx crdi at,2012.0,465000.0,70070.0,diesel,dealer,automatic,first owner
renault kwid rxt,2017.0,300000.0,10000.0,petrol,individual,manual,first owner
maruti swift dzire zxi 1.2 bs iv,2018.0,655000.0,25000.0,petrol,individual,manual,first owner
maruti wagon r lxi cng,2016.0,350000.0,30000.0,cng,individual,manual,second owner
hyundai i10 sportz 1.2 at,2015.0,500000.0,50000.0,petrol,dealer,automatic,first owner
hyundai grand i10 at asta,2015.0,465000.0,63063.0,petrol,dealer,automatic,first owner
maruti swift vdi bsiii w/ abs,2008.0,263000.0,70000.0,diesel,individual,manual,first owner
maruti omni mpi std bsiv,2012.0,250000.0,90000.0,petrol,individual,manual,first owner
hyundai accent gle 1,2001.0,60000.0,90000.0,petrol,individual,manual,fourth & above owner
hyundai getz glx,2005.0,70000.0,90000.0,petrol,individual,manual,third owner
honda wr-v i-dtec vx,2017.0,650000.0,140000.0,diesel,individual,manual,first owner
hyundai i20 asta 1.4 crdi,2014.0,370000.0,80000.0,diesel,individual,manual,second owner
maruti swift vdi optional,2016.0,509999.0,40000.0,diesel,individual,manual,first owner
maruti zen estilo vxi bsiv,2011.0,280000.0,33000.0,petrol,individual,manual,first owner
maruti a-star vxi,2010.0,180000.0,40000.0,petrol,individual,manual,first owner
ford ecosport 1.5 petrol ambiente,2017.0,650000.0,6000.0,petrol,individual,manual,first owner
hyundai verna sx diesel,2010.0,200000.0,78000.0,diesel,dealer,manual,second owner
hyundai verna sx diesel,2011.0,210000.0,72000.0,diesel,dealer,manual,third owner
tata nano cx bsiv,2011.0,75000.0,9528.0,petrol,dealer,manual,first owner
toyota innova 2.5 g (diesel) 8 seater,2011.0,450000.0,135200.0,diesel,dealer,manual,first owner
hyundai i20 1.2 sportz,2011.0,220000.0,58000.0,petrol,dealer,manual,second owner
hyundai i20 magna 1.4 crdi (diesel),2013.0,325000.0,78000.0,diesel,dealer,manual,second owner
tata zest revotron 1.2t xe,2018.0,450000.0,45000.0,petrol,individual,manual,first owner
ford ecosport 1.5 diesel titanium plus bsiv,2017.0,825000.0,35000.0,diesel,individual,manual,first owner
hyundai accent gls,2007.0,125000.0,76000.0,petrol,dealer,manual,third owner
mahindra xylo d2 bs iv,2015.0,434999.0,100000.0,diesel,individual,manual,third owner
mahindra scorpio sle bsiv,2011.0,484999.0,99000.0,diesel,individual,manual,second owner
maruti ritz vdi,2009.0,175000.0,80000.0,diesel,individual,manual,third owner
honda civic 1.8 s mt,2006.0,220000.0,120000.0,petrol,individual,manual,third owner
honda br-v i-vtec vx mt,2020.0,1200000.0,1100.0,petrol,dealer,manual,first owner
maruti omni e mpi std bs iv,2017.0,215000.0,34000.0,petrol,dealer,manual,first owner
mahindra xuv500 w6 2wd,2014.0,625000.0,68000.0,diesel,dealer,manual,first owner
ford ecosport 1.5 diesel titanium bsiv,2018.0,615000.0,15000.0,diesel,individual,manual,first owner
chevrolet beat diesel ps,2012.0,130000.0,58000.0,diesel,dealer,manual,first owner
tata indigo cs elx bs iv,2013.0,175000.0,50300.0,diesel,individual,manual,first owner
tata indigo cr4,2011.0,150000.0,70000.0,diesel,individual,manual,second owner
tata indica vista tdi ls,2011.0,195000.0,60000.0,diesel,individual,manual,third owner
maruti ertiga 1.5 vdi,2020.0,550000.0,90000.0,diesel,individual,manual,first owner
isuzu d-max v-cross standard,2018.0,1200000.0,40000.0,diesel,individual,manual,first owner
skoda superb 1.8 tfsi mt,2010.0,400000.0,80000.0,petrol,individual,manual,second owner
nissan kicks xv premium d bsiv,2019.0,1200000.0,15000.0,diesel,individual,manual,first owner
maruti swift 1.2 dlx,2015.0,217000.0,45000.0,petrol,individual,manual,first owner
maruti swift vdi bsiv,2011.0,290000.0,130000.0,diesel,individual,manual,second owner
mahindra bolero power plus slx,2018.0,700000.0,80000.0,diesel,individual,manual,first owner
maruti alto 800 base,2014.0,175000.0,40000.0,petrol,individual,manual,first owner
volkswagen ameo 1.5 tdi highline 16 alloy,2017.0,575000.0,80000.0,diesel,individual,manual,first owner
maruti ritz ldi,2016.0,380000.0,100000.0,diesel,individual,manual,second owner
mahindra xylo d4 bsiv,2013.0,350000.0,151624.0,diesel,individual,manual,second owner
renault duster 85ps diesel rxl optional,2012.0,450000.0,160000.0,diesel,individual,manual,first owner
hyundai santro at cng,2005.0,130000.0,110000.0,cng,individual,manual,second owner
maruti swift vdi bsiv,2015.0,320000.0,74820.0,diesel,individual,manual,first owner
mahindra xuv500 w6 2wd,2014.0,550000.0,82000.0,diesel,individual,manual,first owner
maruti wagon r vxi bs iv,2015.0,370000.0,50000.0,petrol,individual,manual,second owner
chevrolet beat lt,2010.0,114999.0,70000.0,petrol,individual,manual,second owner
ford ecosport sports petrol,2020.0,1100000.0,1000.0,petrol,individual,manual,first owner
hyundai tucson crdi,2006.0,170000.0,170000.0,diesel,individual,manual,first owner
tata indigo tdi,2008.0,80000.0,150000.0,diesel,individual,manual,third owner
ford ecosport 1.5 diesel titanium bsiv,2019.0,950000.0,17000.0,diesel,individual,manual,first owner
maruti swift dzire vdi,2014.0,425000.0,150000.0,diesel,individual,manual,first owner
hyundai i20 asta option 1.4 crdi,2015.0,500000.0,80000.0,diesel,individual,manual,first owner
hyundai santro xing xg erlx euro iii,2005.0,70000.0,170000.0,petrol,individual,manual,third owner
honda amaze s i-dtech,2013.0,349000.0,120000.0,diesel,individual,manual,first owner
hyundai i20 1.2 sportz,2012.0,330000.0,90000.0,petrol,individual,manual,third owner
hyundai santro xing gls,2010.0,120000.0,90000.0,petrol,individual,manual,third owner
hyundai verna 1.6 sx crdi (o),2013.0,430000.0,100000.0,diesel,individual,manual,second owner
maruti swift vdi bsiv,2014.0,390000.0,90000.0,diesel,individual,manual,first owner
nissan micra diesel xv primo,2012.0,225000.0,129000.0,diesel,individual,manual,first owner
mahindra scorpio vls at 2.2 mhawk,2010.0,350000.0,171000.0,diesel,individual,automatic,second owner
tata sumo lx,2009.0,100000.0,66778.0,diesel,individual,manual,first owner
hyundai eon era plus,2014.0,190000.0,50000.0,petrol,individual,manual,first owner
hyundai i20 sportz 1.4 crdi,2014.0,315000.0,110000.0,diesel,individual,manual,second owner
hyundai grand i10 crdi magna,2015.0,300000.0,60000.0,diesel,individual,manual,second owner
renault kwid rxt,2016.0,280000.0,40000.0,petrol,individual,manual,first owner
tata tiago 1.2 revotron xz,2018.0,539000.0,10000.0,petrol,individual,manual,first owner
maruti celerio zxi,2017.0,420000.0,50000.0,petrol,individual,manual,first owner
maruti omni e 8 str std,2001.0,85000.0,70000.0,petrol,individual,manual,third owner
opelcorsa 1.6gls,2004.0,142000.0,73000.0,petrol,individual,manual,fourth & above owner
hyundai eon d lite,2014.0,180000.0,76000.0,petrol,individual,manual,second owner
chevrolet tavera neo 3 max 9 str bsiii,2014.0,400000.0,120000.0,diesel,individual,manual,second owner
mahindra scorpio vlx 2wd abs at bsiii,2009.0,360000.0,170000.0,diesel,individual,automatic,third owner
hyundai santro xing xg,2003.0,85000.0,110000.0,petrol,individual,manual,second owner
honda brio 1.2 s mt,2016.0,350000.0,63400.0,petrol,individual,manual,first owner
datsun go plus t bsiv,2015.0,380000.0,25000.0,petrol,individual,manual,first owner
hyundai i10 era,2009.0,140000.0,80000.0,petrol,individual,manual,third owner
maruti wagon r vxi bs iv,2012.0,200000.0,90000.0,petrol,individual,manual,first owner
hyundai santro xing gl,2011.0,150000.0,157000.0,petrol,individual,manual,first owner
mahindra bolero slx 2wd,2007.0,300000.0,100000.0,diesel,individual,manual,second owner
renault kwid rxt,2017.0,280000.0,50000.0,petrol,individual,manual,first owner
maruti alto k10 2010-2014 vxi,2011.0,200000.0,40000.0,petrol,individual,manual,first owner
chevrolet aveo u-va 1.2 lt wo abs airbag,2009.0,110000.0,38500.0,petrol,individual,manual,second owner
hyundai i10 magna,2008.0,140000.0,103921.0,petrol,individual,manual,second owner
honda city i-vtec vx,2018.0,1150000.0,14825.0,petrol,dealer,manual,first owner
honda br-v i-dtec vx mt,2016.0,910000.0,43377.0,diesel,dealer,manual,first owner
ford figo diesel titanium,2010.0,160000.0,102307.0,diesel,dealer,manual,first owner
maruti zen lx,2004.0,105000.0,79000.0,petrol,individual,manual,second owner
maruti wagon r lxi,2004.0,70000.0,90000.0,petrol,individual,manual,fourth & above owner
chevrolet beat diesel,2012.0,160000.0,110000.0,diesel,individual,manual,first owner
chevrolet sail hatchback lt abs,2013.0,225000.0,80000.0,diesel,individual,manual,first owner
honda city 1.3 exi,2002.0,145000.0,100000.0,petrol,individual,manual,first owner
ford ecosport 1.5 diesel titanium plus bsiv,2018.0,930000.0,20000.0,diesel,individual,manual,first owner
hyundai getz 1.5 crdi gvs,2008.0,110000.0,154000.0,diesel,individual,manual,third owner
renault lodgy stepway 85ps rxz 8s,2017.0,650000.0,40000.0,diesel,individual,manual,first owner
maruti swift vxi,2019.0,550000.0,51000.0,petrol,individual,manual,first owner
maruti alto lx bsiii,2008.0,85000.0,120000.0,petrol,individual,manual,second owner
toyota etios 1.5 v,2016.0,509999.0,35000.0,petrol,individual,manual,first owner
maruti baleno alpha 1.3,2017.0,650000.0,70000.0,diesel,individual,manual,first owner
chevrolet spark 1.0 ls,2011.0,140000.0,60000.0,petrol,individual,manual,second owner
maruti alto lxi,2011.0,150000.0,70000.0,petrol,individual,manual,first owner
datsun go plus a option petrol,2018.0,450000.0,10000.0,petrol,individual,manual,second owner
hyundai accent crdi,2006.0,170000.0,171000.0,diesel,individual,manual,fourth & above owner
renault kwid 1.0 rxt optional,2017.0,400000.0,60000.0,petrol,individual,manual,first owner
tata tiago 1.2 revotron xe,2016.0,300000.0,30000.0,petrol,individual,manual,first owner
maruti alto 800 base,2012.0,250000.0,8000.0,petrol,individual,manual,first owner
tata tigor 1.2 revotron xm,2019.0,500000.0,10000.0,petrol,individual,manual,first owner
hyundai accent crdi,2002.0,85000.0,100000.0,diesel,individual,manual,third owner
nissan sunny diesel xl,2012.0,300000.0,110000.0,diesel,individual,manual,first owner
mahindra xuv500 at w8 fwd,2015.0,740000.0,45000.0,diesel,dealer,automatic,first owner
hyundai santro xing xg,2005.0,70000.0,68500.0,petrol,dealer,manual,first owner
hyundai santro sportz amt,2019.0,484999.0,5007.0,petrol,dealer,automatic,first owner
nissan micra active xv s,2013.0,164000.0,30000.0,petrol,individual,manual,first owner
honda city 1.5 v at,2008.0,140000.0,70000.0,petrol,individual,automatic,first owner
mercedes-benz e-class e250 cdi elegance,2011.0,999000.0,49600.0,diesel,dealer,automatic,first owner
maruti alto lxi,2005.0,56000.0,23000.0,petrol,individual,manual,second owner
bmw 7 series 730ld,2006.0,1050000.0,30000.0,diesel,dealer,automatic,first owner
hyundai verna 1.6 vtvt,2010.0,190000.0,38000.0,petrol,dealer,manual,first owner
audi q5 3.0 tdi quattro technology,2018.0,1200000.0,22000.0,diesel,dealer,automatic,first owner
hyundai i10 sportz 1.2,2011.0,235000.0,43100.0,petrol,dealer,manual,first owner
datsun go plus t,2017.0,350000.0,10171.0,petrol,dealer,manual,first owner
renault duster 110ps diesel rxl,2015.0,465000.0,41123.0,diesel,dealer,manual,first owner
toyota camry hybrid 2.5,2017.0,1200000.0,20118.0,petrol,dealer,automatic,first owner
honda city i dtec sv,2014.0,450000.0,40000.0,diesel,dealer,manual,first owner
volkswagen jetta 2.0l tdi highline,2015.0,790000.0,52517.0,diesel,dealer,manual,first owner
mahindra marazzo m2 8str,2019.0,900000.0,20000.0,diesel,individual,manual,first owner
ford ecosport 1.5 dv5 mt titanium optional,2014.0,450000.0,99117.0,diesel,dealer,manual,first owner
chevrolet spark 1.0 ls,2009.0,135000.0,90000.0,petrol,individual,manual,first owner
maruti celerio zxi mt bsiv,2019.0,425000.0,3700.0,petrol,individual,manual,first owner
tata indica vista terra 1.4 tdi,2010.0,100000.0,80000.0,diesel,individual,manual,first owner
ford ecosport 1.5 tdci titanium bsiv,2015.0,650000.0,100000.0,diesel,individual,manual,second owner
tata indica vista aqua 1.4 tdi,2011.0,90000.0,54000.0,diesel,individual,manual,first owner
hyundai eon era plus,2017.0,250000.0,19000.0,petrol,individual,manual,first owner
maruti swift dzire vdi,2014.0,300000.0,120000.0,diesel,individual,manual,first owner
maruti wagon r vxi bs iv,2014.0,275000.0,30000.0,petrol,individual,manual,first owner
honda brv i-vtec v mt,2017.0,600000.0,43500.0,petrol,individual,manual,first owner
renault kwid rxt,2016.0,270000.0,60000.0,petrol,individual,manual,second owner
renault kwid rxt optional,2016.0,240000.0,70000.0,petrol,individual,manual,second owner
renault kwid 1.0 rxt optional,2016.0,350000.0,20000.0,petrol,individual,manual,first owner
maruti omni 5 str std,2001.0,65000.0,60000.0,petrol,dealer,manual,third owner
maruti swift dzire vdi,2015.0,650000.0,58000.0,diesel,individual,manual,first owner
maruti wagon r lx bs iv,2014.0,350000.0,40000.0,petrol,dealer,manual,first owner
maruti wagon r lxi,2005.0,75000.0,70000.0,petrol,individual,manual,second owner
hyundai i20 asta (o) 1.4 crdi (diesel),2012.0,440000.0,70000.0,diesel,dealer,manual,first owner
hyundai santro xing gls,2013.0,270000.0,60000.0,petrol,individual,manual,first owner
toyota innova 2.5 v diesel 7-seater,2014.0,1150000.0,135000.0,diesel,dealer,manual,first owner
maruti omni 8 seater bsii,2015.0,238000.0,70000.0,petrol,dealer,manual,first owner
mercedes-benz b class b180 sports,2013.0,1100000.0,40000.0,petrol,individual,automatic,second owner
mahindra xuv500 w10 2wd,2015.0,1200000.0,75000.0,diesel,dealer,manual,second owner
skoda fabia 1.2l diesel ambiente,2010.0,260000.0,150000.0,diesel,individual,manual,first owner
toyota etios vd,2012.0,350000.0,140000.0,diesel,individual,manual,third owner
toyota etios liva vd,2015.0,480000.0,70000.0,diesel,individual,manual,first owner
toyota etios liva gd,2012.0,345000.0,137250.0,diesel,individual,manual,second owner
mahindra scorpio m2di,2013.0,500000.0,110000.0,diesel,individual,manual,second owner
hyundai grand i10 asta option,2017.0,595000.0,27000.0,petrol,dealer,manual,first owner
hyundai verna crdi 1.6 sx option,2019.0,1200000.0,9000.0,diesel,dealer,manual,first owner
volkswagen vento 1.5 tdi highline bsiv,2019.0,1200000.0,5400.0,diesel,dealer,manual,test drive car
renault kwid climber 1.0 mt opt bsiv,2020.0,541000.0,1000.0,petrol,dealer,manual,test drive car
hyundai santro asta,2018.0,515000.0,16000.0,petrol,dealer,manual,first owner
ford figo aspire titanium plus diesel,2019.0,894999.0,13000.0,diesel,dealer,manual,test drive car
renault pulse rxz optional,2012.0,325000.0,47000.0,diesel,dealer,manual,first owner
maruti ciaz 1.4 alpha,2018.0,925000.0,22000.0,petrol,individual,manual,first owner
nissan terrano xl p,2017.0,844999.0,30000.0,petrol,individual,manual,first owner
maruti ciaz 1.4 alpha,2018.0,925000.0,20000.0,petrol,individual,manual,first owner
tata manza club class quadrajet90 lx,2013.0,300000.0,60000.0,diesel,individual,manual,first owner
toyota camry m/t,2008.0,650000.0,75000.0,petrol,individual,manual,second owner
maruti alto k10 lxi,2010.0,175000.0,64000.0,petrol,dealer,manual,first owner
maruti sx4 s cross ddis 320 delta,2015.0,325000.0,80000.0,diesel,individual,manual,first owner
renault duster 85ps diesel rxz,2017.0,600000.0,90000.0,diesel,individual,manual,first owner
maruti swift zxi plus,2018.0,700000.0,30000.0,petrol,individual,manual,first owner
toyota corolla h3,2003.0,95000.0,120000.0,petrol,individual,automatic,second owner
maruti celerio zxi,2019.0,490000.0,20000.0,petrol,dealer,manual,first owner
tata safari dicor 2.2 ex 4x2,2013.0,380000.0,100000.0,diesel,individual,manual,first owner
hyundai grand i10 1.2 kappa sportz dual tone,2018.0,550000.0,31000.0,petrol,dealer,manual,first owner
maruti alto 800 lxi,2013.0,225000.0,47000.0,petrol,dealer,manual,first owner
tata nexon 1.2 revotron xm,2018.0,570000.0,11200.0,petrol,individual,manual,first owner
maruti alto 800 lxi,2018.0,305000.0,35000.0,petrol,dealer,manual,first owner
maruti wagon r duo lxi,2010.0,240000.0,50000.0,lpg,dealer,manual,first owner
maruti ertiga shvs vdi,2015.0,700000.0,55000.0,diesel,dealer,manual,first owner
maruti omni e mpi std bs iv,2018.0,288000.0,20000.0,petrol,dealer,manual,first owner
mahindra bolero b4,2017.0,800000.0,75000.0,diesel,dealer,manual,first owner
maruti celerio vxi,2017.0,430000.0,93000.0,petrol,dealer,manual,first owner
chevrolet beat diesel lt option,2009.0,195000.0,57000.0,diesel,dealer,manual,second owner
maruti eeco smiles 5 seater ac,2014.0,325000.0,30000.0,petrol,dealer,manual,first owner
renault duster 85ps diesel rxe,2013.0,450000.0,73000.0,diesel,dealer,manual,first owner
maruti swift dzire vdi,2016.0,630000.0,65000.0,diesel,dealer,manual,first owner
maruti swift 1.3 vxi,2009.0,250000.0,62000.0,petrol,dealer,manual,second owner
hyundai santro gls i - euro ii,2007.0,135000.0,85000.0,petrol,dealer,manual,first owner
chevrolet spark 1.0 ps,2010.0,110000.0,73000.0,petrol,individual,manual,first owner
maruti swift zdi,2012.0,350000.0,55000.0,diesel,dealer,manual,first owner
maruti omni e mpi std bs iv,2016.0,240000.0,5800.0,petrol,individual,manual,second owner
toyota innova 2.5 v diesel 8-seater,2009.0,350000.0,171000.0,diesel,individual,manual,first owner
maruti swift zxi plus,2018.0,600000.0,30000.0,petrol,individual,manual,first owner
maruti swift dzire vdi,2018.0,750000.0,20000.0,diesel,individual,manual,first owner
hyundai eon era plus,2018.0,270000.0,20000.0,petrol,individual,manual,first owner
maruti alto lxi,2007.0,90000.0,100000.0,petrol,individual,manual,second owner
maruti wagon r stingray vxi,2013.0,350000.0,65000.0,petrol,individual,manual,first owner
ford figo diesel celebration edition,2013.0,285000.0,90000.0,diesel,individual,manual,second owner
toyota innova 2.5 e diesel ms 7-seater,2011.0,665000.0,171000.0,diesel,individual,manual,second owner
mahindra scorpio 2.6 crde,2005.0,175000.0,171000.0,diesel,individual,manual,second owner
mahindra xylo d2,2011.0,350000.0,140000.0,diesel,individual,manual,second owner
honda city i-vtec cvt zx,2018.0,1200000.0,22000.0,petrol,dealer,automatic,first owner
honda jazz select edition active,2010.0,285000.0,60000.0,petrol,dealer,manual,second owner
honda city i-vtec vx,2018.0,1000000.0,28635.0,petrol,dealer,manual,first owner
honda amaze vx diesel bsiv,2018.0,780000.0,32114.0,diesel,dealer,manual,first owner
maruti celerio vxi,2014.0,300000.0,82000.0,petrol,dealer,manual,second owner
maruti swift vxi bsiii,2006.0,160000.0,95149.0,petrol,dealer,manual,second owner
honda amaze vx i-vtec,2018.0,625000.0,68458.0,petrol,dealer,manual,first owner
maruti ritz vxi,2010.0,265000.0,42000.0,petrol,individual,manual,first owner
honda city i dtec v,2014.0,515000.0,90000.0,diesel,individual,manual,second owner
hyundai i20 active 1.4 sx,2016.0,650000.0,100000.0,diesel,individual,manual,first owner
mahindra tuv 300 t8,2017.0,650000.0,80000.0,diesel,individual,manual,first owner
hyundai getz 1.3 gls,2010.0,150000.0,105546.0,petrol,individual,manual,first owner
toyota etios liva 1.2 v,2018.0,500000.0,10000.0,petrol,individual,manual,first owner
toyota innova 2.5 gx 7 str bsiv,2012.0,1000000.0,80000.0,diesel,individual,manual,second owner
hyundai i20 magna optional 1.2,2013.0,340000.0,35000.0,petrol,individual,manual,first owner
toyota innova 2.5 g (diesel) 8 seater,2013.0,1010000.0,120000.0,diesel,individual,manual,first owner
toyota etios gd,2011.0,350000.0,120000.0,diesel,individual,manual,third owner
maruti swift vdi bsiv,2016.0,595000.0,70000.0,diesel,individual,manual,first owner
mahindra scorpio vlx 2wd bsiv,2014.0,700000.0,130000.0,diesel,individual,manual,third owner
renault kwid rxl,2019.0,265000.0,40000.0,petrol,individual,manual,first owner
maruti alto k10 vxi,2015.0,320000.0,60000.0,petrol,individual,manual,second owner
honda city 1.5 s mt,2011.0,310000.0,110000.0,petrol,individual,manual,first owner
honda city i dtec vx,2014.0,700000.0,130000.0,diesel,individual,manual,first owner
maruti alto lxi bsiii,2009.0,130000.0,80000.0,petrol,individual,manual,second owner
maruti swift dzire vdi,2009.0,150000.0,120000.0,diesel,individual,manual,second owner
honda amaze e i-dtech,2015.0,300000.0,104000.0,diesel,individual,manual,second owner
maruti swift dzire lxi,2011.0,150000.0,100000.0,petrol,individual,manual,second owner
honda city 1.3 exi,2003.0,120000.0,132343.0,petrol,individual,manual,second owner
hyundai creta 1.4 crdi s plus,2016.0,950000.0,90000.0,diesel,individual,manual,second owner
maruti wagon r vxi bs iv,2007.0,100000.0,60000.0,petrol,individual,manual,second owner
honda jazz 1.5 sv i dtec,2015.0,450000.0,76000.0,diesel,individual,manual,first owner
maruti 800 ex,2004.0,30000.0,60000.0,petrol,individual,manual,third owner
mahindra renault logan 1.6 petrol glsx,2009.0,200000.0,30000.0,petrol,individual,manual,second owner
tata indigo ls,2010.0,250000.0,96000.0,diesel,individual,manual,second owner
maruti alto vxi,2015.0,280000.0,26134.0,petrol,dealer,manual,first owner
maruti ritz vdi,2011.0,260000.0,52895.0,diesel,dealer,manual,first owner
